1969	Pop_Rock
1971	Pop_Rock
1972	RnB
1977	Pop_Rock
1981	Pop_Rock
1982	Pop_Rock
1984	Pop_Rock
1985	Pop_Rock
1986	Pop_Rock
1987	Pop_Rock
1988	Pop_Rock
1989	New Age
1989	Pop_Rock
1989	Pop_Rock
1989	Pop_Rock
1990	Pop_Rock
1994	Pop_Rock
1997	Pop_Rock
1998	Pop_Rock
1998	Pop_Rock
1999	New Age
1999	Pop_Rock
1999	Pop_Rock
1999	Pop_Rock
2000	Pop_Rock
2000	Pop_Rock
2000	Electronic
2000	International
2001	Electronic
2001	Pop_Rock
2001	Pop_Rock
2001	Rap
2001	Pop_Rock
2002	Reggae
2003	Pop_Rock
2003	Pop_Rock
2003	Pop_Rock
2004	Blues
2004	Pop_Rock
2005	Pop_Rock
2005	Country
2005	Reggae
2005	Pop_Rock
2005	Pop_Rock
2006	Pop_Rock
2006	Pop_Rock
2007	Rap
2007	Pop_Rock
2007	Pop_Rock
2009	Pop_Rock
2009	Jazz
2009	Pop_Rock
